Rank,Player_x,Position,School,Birthday,Age,Height,Wingspan,Weight (lbs),Hand Width,Reach,Standing Vert (in),Max Vert (in),Lane (sec),Shuttle (sec),3/4 Sprint (sec),Ovr. Rank,Avg. Rank,ESPN,The Athletic,CBS Sports,Tankathon,The Ringer,No Ceilings,Yahoo,GP,GS,MP,PTS,OREB,DREB,TREB,AST,STL,BLK,TOV,PF,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,TS%,PTS/36,OREB/36,DREB/36,TREB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,FGA/36,2PA/36,3PA/36,FTA/36,Info,Predicted_WS/48,Predicted_PPG,Predicted_VORP,Predicted_raptor_onoff_offense,Predicted_raptor_onoff_defense,Predicted_raptor_offense,Predicted_raptor_defense,Predicted_war_total,Predicted_predator_defense,Predicted_predator_total,match_name,match_score,    PK(OVR),TEAM,Player_y,HT,WT,POS,SCHOOL
60,"Post, Quinten",C,Boston College,3/21/2000,24.26,"7'1.25""","7'2.5""",244,"10""","9'4""",24.0,27.0,11.48,3.03,3.4,60,58.71,60.0,48.0,66.0,62.0,55.0,67.0,53.0,35,35.0,31.9,17.0,2.0,6.1,8.1,2.9,0.9,1.7,2.5,2.9,6.3,12.3,0.514,4.9,9.0,0.544,1.4,3.3,0.431,2.9,3.5,0.821,0.671,19.2,2.3,6.9,9.1,3.3,1.0,1.9,2.8,3.3,7.1,10.2,3.7,3.9,https://www.sports-reference.com/cbb/players/quinten-post-1.html,0.14861235500673042,12.693910074832361,17.205304656085964,1.1648557133986615,0.2841781844396491,-0.2060070315043894,0.5870687130615039,4.161682495096251,0.48301554141401776,-0.2517743341075147,Quinten Post,95.0,52.0,Golden State,Quinten Post,7-0,244.0,C,Boston College
58,"Reeves, Antonio",SG,Kentucky,11/20/2000,23.6,"6'5.75""","6'8.25""",187,"10""","8'4.5""",29.0,36.0,11.44,3.16,3.14,58,54.14,54.0,40.0,56.0,58.0,70.0,48.0,53.0,33,33.0,31.4,20.2,0.7,3.4,4.2,1.6,0.7,0.2,1.2,1.8,7.1,13.9,0.512,4.6,8.2,0.557,2.5,5.7,0.447,3.4,4.0,0.863,0.707,23.2,0.8,3.9,4.8,1.8,0.8,0.2,1.4,2.1,8.1,9.4,6.5,4.6,https://www.sports-reference.com/cbb/players/antonio-reeves-1.html,0.1484289145561518,12.039577494872596,19.22789870334109,2.710989701097727,-0.3230270832118123,0.9230537588807951,-0.7519288956730585,3.8735423084503227,-0.2960920338051172,-0.2153877681593826,Antonio Reeves,95.0,47.0,Orlando,Antonio Reeves,6-4,187.0,SG,Kentucky
27,"Holmes II, DaRon",C,Dayton,8/15/2002,21.86,"6'10""","7'1""",236,"9""","9'0""",27.5,34.0,11.2,3.03,3.25,27,26.57,38.0,24.0,20.0,25.0,32.0,23.0,24.0,33,33.0,32.5,20.4,1.7,6.8,8.5,2.6,0.9,2.1,2.2,2.0,6.6,12.1,0.544,5.6,9.6,0.585,1.0,2.5,0.386,6.2,8.8,0.713,0.822,22.6,1.9,7.5,9.4,2.9,1.0,2.3,2.4,2.2,7.3,10.6,2.8,9.7,https://www.sports-reference.com/cbb/players/daron-holmesii-1.html,0.14553682797359324,10.043810339425224,10.357820414926552,-1.1042157443528857,-6.780217434691637,-1.8215948756970084,0.15612313481200896,1.8990384307808146,0.23729601501835404,-2.4347834713462824,DaRon Holmes II,95.0,22.0,Phoenix,DaRon Holmes II,6-8,236.0,PF,Dayton
116,"Sandfort, Payton",SF,Iowa,7/12/2002,21.95,"6'7.5""","6'8""",212,"9""","8'8""",22.0,28.0,11.57,2.84,3.43,44,,,,,,,,,34,34.0,30.5,16.4,1.2,5.4,6.6,2.7,0.7,0.4,1.3,2.5,5.3,11.9,0.446,2.5,4.6,0.551,2.8,7.3,0.379,3.0,3.3,0.911,0.667,19.4,1.4,6.4,7.8,3.2,0.8,0.5,1.5,3.0,6.3,5.4,8.6,3.9,https://www.sports-reference.com/cbb/players/payton-sandfort-1.html,0.14519729802938036,18.655358060298497,31.328853463935275,3.1619796638473554,-0.2769190938464362,2.5718337714370576,-1.5850959825675937,5.394947054128673,-1.7544828541297894,1.3069677429694442,,,,,,,,,
50,"Johnson, Keshad",PF,Arizona,6/23/2001,23.01,"6'7.5""","6'10.25""",224,"10.75""","8'7""",31.5,42.0,11.38,3.02,3.03,50,50.86,49.0,51.0,47.0,51.0,52.0,53.0,53.0,36,36.0,27.6,11.5,2.0,3.9,5.9,1.8,1.0,0.7,1.6,2.1,4.2,7.9,0.53,3.2,5.3,0.599,1.0,2.6,0.387,2.1,3.0,0.71,0.7,15.0,2.6,5.1,7.7,2.3,1.3,0.9,2.1,2.7,5.5,6.9,3.4,3.9,https://www.sports-reference.com/cbb/players/keshad-johnson-1.html,0.14393868053851266,10.487503251264775,12.562876689535432,-0.984025361198287,0.13650652541563477,-1.605009238894751,0.40250045153253405,2.6434783981035155,0.2422042777594573,-1.3752184249960893,AJ Johnson,86.0,23.0,Milwaukee (From NOP),AJ Johnson,6-4,167.0,SG,USA
17,"da Silva, Tristan",PF,Colorado,5/15/2001,23.11,"6'9.5""",6'10.25,217,"9.5""","8'8.5""",28.5,35.5,10.81,2.82,3.09,17,18.71,17.0,18.0,24.0,16.0,22.0,14.0,20.0,34,34.0,33.8,16.0,0.9,4.1,5.1,2.4,1.1,0.6,1.8,2.0,5.8,11.8,0.493,3.9,7.0,0.559,1.9,4.8,0.395,2.5,3.0,0.835,0.657,17.0,1.0,4.4,5.4,2.6,1.2,0.6,1.9,2.1,6.2,7.5,5.1,3.2,https://www.sports-reference.com/cbb/players/tristan-dasilva-1.html,0.14304589695923825,15.7636513208285,20.052247580405435,0.5861763524328516,0.3689366824968423,0.744009966338936,0.8380475582236159,3.9433648549149654,0.3984332007447688,0.28482562955167234,Tristan da Silva,95.0,18.0,Orlando,Tristan da Silva,6-8,217.0,SF,Colorado
130,"Nelson, Grant",PF,Alabama,3/18/2002,22.27,"6'11""",,223,,,,,,,,97,,,,,,,,,37,37.0,25.6,11.9,1.6,4.3,5.9,1.5,0.6,1.6,1.4,3.1,3.9,8.0,0.488,3.1,5.0,0.616,0.8,3.0,0.273,3.3,4.1,0.813,0.712,16.7,2.3,6.0,8.3,2.1,0.8,2.3,2.0,4.4,5.5,7.0,4.2,5.8,https://www.sports-reference.com/cbb/players/grant-nelson-1.html,0.1428303187364117,15.669074136309835,19.173983866228003,-0.6544040859932184,0.3150996336633463,-0.38521367172067456,0.5074454264794183,3.3867552530863065,0.07281058194365365,0.060723667754859496,,,,,,,,,
172,"Hall, Keyshawn",SG,George Mason,4/9/2003,21.21,"6'7""",,230,,,,,,,,120,,,,,,,,,29,28.0,30.6,16.6,1.1,7.0,8.1,1.4,0.4,0.3,2.3,2.1,5.6,11.9,0.474,4.2,7.9,0.533,1.4,4.0,0.357,3.9,4.7,0.844,0.676,19.5,1.3,8.2,9.5,1.6,0.5,0.4,2.7,2.5,6.6,9.3,4.7,5.5,https://www.sports-reference.com/cbb/players/keyshawn-hall-1.html,0.1389706055228733,13.502580312264342,22.24911903395504,0.3663823839096186,-0.34915654489510567,1.3932558691882602,-0.6454736692251811,4.737620319409251,-0.5846339513193434,0.03633197567382664,,,,,,,,,
177,"Thiero, Adou",SF,Kentucky,5/8/2004,20.13,"6'7""",,220,,,,,,,,109,,,,,,,,,25,19.0,21.4,7.2,1.5,3.4,5.0,1.1,0.7,1.1,0.7,2.1,2.6,5.3,0.492,2.3,4.4,0.527,0.3,0.9,0.318,1.8,2.2,0.8,0.637,12.1,2.5,5.7,8.4,1.9,1.2,1.9,1.2,3.5,4.4,7.4,1.5,3.7,https://www.sports-reference.com/cbb/players/adou-thiero-1.html,0.137137912330013,14.890722853164766,19.59733912868748,-1.801703093770384,0.6957702659695228,-1.5992948904998363,0.827206640717025,2.54122110707318,0.5586039760750381,-1.0402092162460084,,,,,,,,,
23,"Kolek, Tyler",PG,Marquette,3/27/2001,23.24,"6'2.5""",6'2.75,197,"9.5""","7'11""",27.0,34.0,10.97,3.08,3.27,23,23.86,25.0,21.0,26.0,24.0,21.0,28.0,22.0,31,31.0,33.0,15.3,0.7,4.2,4.9,7.7,1.6,0.2,2.9,1.0,5.6,11.3,0.496,4.1,7.4,0.552,1.5,3.9,0.388,2.6,3.0,0.851,0.655,16.7,0.8,4.6,5.3,8.4,1.7,0.2,3.2,1.1,6.1,8.1,4.3,3.3,https://www.sports-reference.com/cbb/players/tyler-kolek-1.html,0.1359839220294221,14.514989240150463,17.863535979014753,1.8636894239912971,0.5180896038259776,0.6531989137940647,0.6823209435401797,5.087969161418224,0.5148194885812231,0.759887987692967,Tyler Kolek,95.0,34.0,Portland,Tyler Kolek,6-1,197.0,PG,Marquette
111,"Clifford, Nique",SF,Colorado State,2/9/2002,22.38,"6'6.25""","6'8""",199,"9""","8'6""",30.0,37.0,10.95,3.1,3.08,69,,,,,,,,,36,36.0,30.3,12.2,1.1,6.6,7.6,3.0,1.4,0.9,1.8,2.8,4.6,8.9,0.522,3.5,5.9,0.597,1.1,3.0,0.376,1.8,2.3,0.759,0.661,14.5,1.3,7.8,9.0,3.6,1.7,1.1,2.1,3.3,5.5,7.0,3.6,2.7,https://www.sports-reference.com/cbb/players/nique-clifford-1.html,0.1357304308919665,11.550617321281713,12.77927609867914,1.8015179571482403,0.535480448446538,-1.0728791192208018,0.403842528217858,1.7639106415271477,0.05172878651668586,-1.1517804939348464,,,,,,,,,
1,"Sarr, Alexandre",C,Australia,4/26/2005,19.16,"7'1""","7'4.25""",224,"10""","9'2""",30.5,37.0,11.43,3.23,3.27,1,2.57,2.0,1.0,1.0,4.0,7.0,1.0,2.0,24,,17.2,9.7,1.4,3.0,4.4,0.9,0.5,1.3,1.1,1.4,3.7,7.1,0.52,3.1,5.2,0.605,0.6,2.0,0.298,1.7,2.3,0.714,0.654,20.3,2.9,6.3,9.2,1.9,1.0,2.7,2.3,2.9,7.7,10.9,4.2,4.8,https://www.basketball-reference.com/international/players/alexandre-sarr-1.html,0.13487616975521008,9.789390049079419,10.023636903081998,-0.32668052606987097,-0.29954630905661905,-2.649153494647153,0.3590889905755186,1.7247364489547052,0.01856986112658628,-3.0322594440667685,Alex Sarr,86.0,2.0,Washington,Alex Sarr,6-11,224.0,PF,France
138,"Thomas, Saint",SF,Northern Colorado,5/1/2003,21.15,"6'7""",,200,,,,,,,,113,,,,,,,,,32,32.0,34.8,19.7,1.8,8.0,9.8,4.2,1.7,0.9,3.0,2.6,7.0,14.8,0.472,5.0,8.7,0.572,2.0,6.2,0.33,3.7,4.3,0.868,0.649,20.4,1.9,8.3,10.1,4.3,1.8,0.9,3.1,2.7,7.2,9.0,6.4,4.4,https://www.sports-reference.com/cbb/players/saint-thomas-1.html,0.13448100227823237,15.48220029602197,23.19203560921083,0.7242296377562404,-1.1834110292217894,2.6495298640478713,-1.7179672751982233,3.378421395845671,-0.9132907829456155,0.4544877007516751,,,,,,,,,
46,"Jones, Dillon",SF,Weber State,10/29/2001,22.66,"6'5.75""","6'11""",237,"9.25""","8'4.5""",26.5,33.5,11.08,2.82,3.25,46,45.57,51.0,65.0,34.0,43.0,59.0,32.0,35.0,31,31.0,37.0,20.8,0.8,9.0,9.8,5.2,2.0,0.1,3.0,2.3,6.9,14.2,0.489,5.8,10.8,0.54,1.1,3.4,0.324,5.8,6.8,0.857,0.713,20.2,0.8,8.8,9.5,5.1,1.9,0.1,2.9,2.2,6.7,10.5,3.3,6.6,https://www.sports-reference.com/cbb/players/dillon-jones-1.html,0.13270276110942525,13.648639691288151,17.04276337656488,0.7377051301400059,-0.0899757337785622,0.7200171916971488,-0.0993770025117707,4.125001673480509,-0.10034261331928483,-0.5096852086258427,Dillon Jones,95.0,26.0,Washington (From LAC via DAL and OKC),Dillon Jones,6-4,237.0,SF,Weber State
175,"Cleveland, Matthew",SG,Miami,9/15/2002,21.78,"6'7""",,210,,,,,,,,130,,,,,,,,,29,29.0,33.2,13.7,1.7,4.4,6.1,1.7,1.3,0.4,1.9,1.3,5.3,10.9,0.489,4.3,8.0,0.537,1.0,2.9,0.357,2.0,2.5,0.795,0.609,14.9,1.8,4.8,6.6,1.8,1.4,0.4,2.1,1.4,5.7,8.7,3.1,2.7,https://www.sports-reference.com/cbb/players/matthew-cleveland-1.html,0.13213744648630113,11.133868928672666,13.09635307470496,-1.446401383520476,1.1215243957476102,-1.0084080606588373,0.7948661925825222,2.1834110107897535,0.35250511256896333,-0.44494300417242144,,,,,,,,,
8,"Topic, Nikola",PG,Serbia,8/10/2005,18.88,6' 7'',6' 5.5'',203,"9""",8' 6'',,,,,,8,8.14,10.0,13.0,8.0,1.0,11.0,4.0,10.0,12,,33.8,18.4,0.8,2.8,3.6,7.1,1.0,0.2,3.2,3.8,6.7,12.8,0.523,5.5,8.3,0.667,1.2,4.5,0.259,3.9,4.6,0.855,0.698,19.6,0.9,3.0,3.8,7.6,1.1,0.2,3.4,4.0,7.1,8.8,4.8,4.9,https://www.basketball-reference.com/international/players/nikola-topic-1.html,0.13133915995116494,12.265813513814726,11.694518408594984,3.265923937351733,0.05981378346613538,0.014630676168911788,-0.08208059632301282,2.5561992257203348,0.03216906927514069,-0.494070954902662,Nikola Topić,87.0,12.0,Oklahoma City (From HOU),Nikola Topić,6-5,203.0,PG,Serbia
32,"Dunn, Ryan",PF,Virginia,1/7/2003,21.47,"6'7.5""","7'1.5""",214,"9.75""","8'7""",32.0,38.5,10.99,2.88,3.12,32,31.29,28.0,29.0,22.0,33.0,36.0,33.0,38.0,34,34.0,27.5,8.1,2.2,4.7,6.9,0.8,1.3,2.3,0.8,2.1,3.4,6.1,0.548,3.1,5.1,0.618,0.2,1.0,0.2,1.2,2.3,0.532,0.639,10.6,2.9,6.2,9.0,1.0,1.7,3.0,1.0,2.7,4.5,6.7,1.3,3.0,https://www.sports-reference.com/cbb/players/ryan-dunn-1.html,0.1310002377952866,5.286188026334097,5.419614885613426,-1.6736573603747558,2.0069624953912895,-1.7215730134605898,0.9307133414141262,0.9827267028187235,0.3958207559283655,-1.3184832498400711,Ryan Dunn,95.0,28.0,Denver,Ryan Dunn,6-6,214.0,SF,Virginia
14,"McCain, Jared",SG,Duke,2/20/2004,20.35,"6'3.25""","6'3.5""",203,"9.5""","8'2""",25.5,33.0,10.87,3.07,3.23,14,13.71,15.0,14.0,14.0,14.0,14.0,10.0,15.0,36,36.0,31.6,14.3,0.8,4.2,5.0,1.9,1.1,0.1,1.3,1.6,4.9,10.5,0.462,2.4,4.7,0.521,2.4,5.8,0.414,2.1,2.4,0.885,0.657,16.3,0.9,4.8,5.7,2.2,1.3,0.1,1.5,1.8,5.6,5.4,6.6,2.7,https://www.sports-reference.com/cbb/players/jared-mccain-2.html,0.13096817730103588,15.556081730747465,18.67237309852994,2.9868253364146726,-0.530158032824836,2.1698811358917274,-1.1534078217535646,3.88960286868873,-1.1031334953357035,1.3335842905752893,Jared McCain,95.0,16.0,Philadelphia,Jared McCain,6-2,203.0,PG,Duke
53,"Larsson, Pelle",SG,Arizona,2/23/2001,23.34,"6'6.5""","6'7.5""",212,"10.25""","8'6""",30.5,38.0,11.15,2.91,3.06,53,51.86,45.0,49.0,60.0,46.0,51.0,59.0,53.0,36,36.0,30.1,12.8,1.1,3.0,4.1,3.7,0.9,0.2,1.9,2.6,4.5,8.7,0.519,3.3,5.7,0.568,1.3,3.0,0.426,2.4,3.2,0.75,0.709,15.3,1.3,3.6,4.9,4.4,1.1,0.2,2.3,3.1,5.4,6.8,3.6,3.8,https://www.sports-reference.com/cbb/players/pelle-larsson-1.html,0.12896072028326,8.99664672453003,6.535928089388144,0.06353832266047568,-0.40490566915488957,-1.1343066688057697,0.09824089600792481,1.416382732487529,-0.23338035964167755,-1.7819547099918005,Pelle Larsson,95.0,44.0,Houston,Pelle Larsson,6-5,212.0,SG,Arizona
104,"Almansa, Izan",C,G-League Ignite,6/7/2005,19.05,"6'10.5""","7'1""",220,"9.25""","9'2""",28.0,35.0,10.94,2.96,3.11,104,79.29,109.0,109.0,83.0,77.0,70.0,54.0,53.0,48,46.0,27.3,10.5,2.7,4.4,7.1,1.4,0.8,0.7,0.9,1.7,4.2,7.6,0.549,4.0,6.9,0.585,0.2,0.7,0.206,1.1,2.1,0.545,0.673,13.9,3.5,5.9,9.3,1.8,1.0,0.9,1.2,2.2,5.5,9.1,0.9,2.7,https://basketball.realgm.com/player/Izan-Almansa/Summary/136317,0.1278066194786617,5.11710086520437,4.775579574065072,-2.572037321878909,4.013868528854236,-2.1299157507791366,1.3979625496358552,1.151497328816024,0.5539356383375356,-1.5230711448804157,,,,,,,,,
133,"Yang, Hansen",C,China,6/26/2005,19.0,"7'1""",,249,,,,,,,,104,,,,,,,,,53,53.0,33.6,14.7,2.4,8.5,10.9,3.8,0.7,2.2,3.5,2.7,5.9,10.9,0.548,5.8,10.3,0.567,0.1,0.6,0.219,2.7,4.3,0.624,0.662,15.8,2.6,9.1,11.6,4.1,0.8,2.4,3.8,2.9,6.4,11.0,0.6,4.6,https://basketball.realgm.com/player/Hansen-Yang/Summary/202779,0.12750732609688367,7.3186615059340365,6.334525852705924,-1.643357796748879,-0.0859071505513576,-2.4869754811797082,0.7634347394221994,1.2236514326417292,0.16217294746924302,-2.1789466068583785,,,,,,,,,
176,"Dickinson, Hunter",C,Kansas,11/25/2000,23.58,"7'2""",,260,,,,,,,,132,,,,,,,,,33,33.0,32.2,17.9,2.6,8.4,10.9,2.3,0.9,1.4,1.8,2.2,7.6,13.8,0.548,6.9,11.8,0.581,0.7,2.0,0.354,2.1,3.3,0.624,0.636,20.0,2.9,9.4,12.2,2.6,1.0,1.6,2.0,2.5,8.5,13.2,2.2,3.7,https://www.sports-reference.com/cbb/players/hunter-dickinson-1.html,0.12750732609688367,7.3186615059340365,6.334525852705924,-1.643357796748879,-0.0859071505513576,-2.4869754811797082,0.7634347394221994,1.2236514326417292,0.16217294746924302,-2.1789466068583785,,,,,,,,,
149,"Broome, Johni",PF,Auburn,7/19/2002,21.93,"6'9""","7'0""",240,,,,,,,,72,,,,,,,,,35,34.0,24.8,16.5,2.5,6.1,8.5,2.2,0.9,2.2,1.6,2.4,6.2,11.4,0.548,5.4,9.1,0.596,0.8,2.3,0.354,3.2,5.2,0.615,0.707,24.0,3.6,8.9,12.3,3.2,1.3,3.2,2.3,3.5,9.0,13.2,3.3,7.5,https://www.sports-reference.com/cbb/players/johni-broome-1.html,0.12745454831910588,7.2227847133876075,6.2294881967344455,-2.333045577718615,-0.3096024716615422,-2.544269713721843,0.6210065678680641,1.2270295582097013,0.17161825793187474,-2.135581044259822,,,,,,,,,
139,"Onyenso, Ugonna",C,Kentucky,9/25/2004,19.75,"6'11""",,220,,,,,,,,91,,,,,,,,,24,14.0,18.8,3.6,1.8,3.0,4.8,0.2,0.3,2.8,0.7,1.4,1.4,2.5,0.55,1.4,2.5,0.559,0.0,0.0,0.0,0.8,1.4,0.588,0.652,6.9,3.4,5.7,9.2,0.4,0.6,5.4,1.3,2.7,2.7,4.8,0.0,2.7,https://www.sports-reference.com/cbb/players/ugonna-onyenso-1.html,0.12737314898233154,7.8173099791830705,6.2678599305220235,-3.389144093466212,-0.6906145844414929,-5.059676542486223,-0.7366395617820962,1.2916186610550238,-0.34842625109365527,-3.624576876718415,,,,,,,,,
78,"Stevens, Isaiah",PG,Colorado State,11/1/2000,23.65,"6'0""","6'4""",180,,,,,,,,78,71.86,86.0,67.0,83.0,77.0,70.0,67.0,53.0,36,36.0,34.8,16.0,0.5,2.7,3.2,6.8,1.2,0.2,2.4,1.4,5.8,12.3,0.474,4.0,8.1,0.491,1.8,4.2,0.44,2.6,3.1,0.836,0.632,16.6,0.5,2.8,3.3,7.0,1.2,0.2,2.5,1.4,6.0,8.4,4.3,3.2,https://www.sports-reference.com/cbb/players/isaiah-stevens-1.html,0.12690966152622962,14.40832560710106,22.19939181902815,-0.28418632001638483,-0.3835012157694144,1.1030529993682299,-0.829552320669409,3.2481552606384736,-0.7306100436936686,-0.43521647483551157,,,,,,,,,
52,"Hall, PJ",C,Clemson,2/21/2002,22.34,"6'9.75""","7'1.5""",240,"9.75""","8'7.5""",32.5,39.5,11.76,3.01,3.35,52,51.43,61.0,45.0,45.0,59.0,60.0,37.0,53.0,36,36.0,28.9,18.3,1.6,4.8,6.4,1.4,0.8,1.4,1.9,3.1,6.7,13.7,0.488,5.2,9.1,0.575,1.4,4.6,0.315,3.5,4.5,0.779,0.652,22.8,2.0,6.0,8.0,1.7,1.0,1.7,2.4,3.9,8.3,11.3,5.7,5.6,https://www.sports-reference.com/cbb/players/pj-hall-1.html,0.12156753001438338,11.034980098894485,8.95260693069836,-0.9975979873926378,0.8832019853010089,-0.8397209717917152,0.1559981259452753,1.8895632866050462,-0.21469561901406675,-0.6561754410203677,,,,,,,,,
140,"Perrin, Zacharie",PF,France,8/30/2004,19.82,"6'10""",,220,,,,,,,,95,,,,,,,,,30,,24.2,9.7,1.6,4.9,6.5,1.1,0.7,0.4,1.2,1.8,3.7,6.9,0.538,3.1,5.0,0.616,0.6,1.9,0.333,1.6,2.6,0.628,0.673,14.4,2.4,7.3,9.7,1.6,1.0,0.6,1.8,2.7,5.5,7.5,2.8,3.9,https://basketball.eurobasket.com/player/Zacharie-Perrin/585329,0.12156219351374188,7.745613053431794,5.3293040260295035,-2.2726125181828922,0.0817737262306991,-2.656795105104262,0.41102288091534844,1.06827882922397,0.10346413614955523,-2.0288495462183285,,,,,,,,,
88,"Leons, Malevy",PF,Bradley,9/23/1999,24.76,"6'9""","7'1""",201,,,,,,,,88,75.43,94.0,84.0,83.0,77.0,70.0,67.0,53.0,35,35.0,34.4,13.8,2.4,4.7,7.1,1.3,1.5,1.5,1.7,2.8,4.5,9.2,0.488,3.3,5.6,0.582,1.2,3.6,0.341,3.6,4.6,0.783,0.723,14.4,2.5,4.9,7.4,1.4,1.6,1.6,1.8,2.9,4.7,5.9,3.8,4.8,https://www.sports-reference.com/cbb/players/malevy-leons-1.html,0.12155870732022481,11.064991409826849,9.762166952418916,-1.2068107144682023,0.8213049811622991,-0.8940286658248823,0.09980210881829263,1.8946045391486777,-0.22242175801885034,-0.7710403670373939,,,,,,,,,
123,"Robinson, Jaxson",SG,BYU,12/3/2002,21.56,"6'6""","6'11.25""",189,"9.5""","8'7""",29.5,34.0,11.39,3.06,3.17,66,,,,,,,,,33,6.0,26.4,14.2,0.4,2.1,2.5,1.3,0.7,0.4,1.5,1.8,5.0,11.7,0.426,2.5,4.7,0.532,2.5,6.9,0.354,1.8,2.0,0.908,0.587,19.4,0.5,2.9,3.4,1.8,1.0,0.5,2.0,2.5,6.8,6.4,9.4,2.7,https://www.sports-reference.com/cbb/players/jaxson-robinson-1.html,0.12076721215172251,8.986507029964416,17.215489358061653,2.7455926355288818,-0.25858087051634726,0.5518163538907942,-1.9242003811106718,2.891045234226829,-2.1056772315414123,-0.7693193185047136,,,,,,,,,
72,"Traore, Armel",PF,France,1/23/2003,21.42,"6'9""","7'3""",210,,,,,,,,72,68.43,65.0,76.0,71.0,77.0,70.0,67.0,53.0,33,,25.5,10.8,2.4,5.0,7.3,1.5,0.6,0.3,1.7,2.3,4.2,7.7,0.541,3.7,5.9,0.629,0.5,1.8,0.262,1.9,3.0,0.646,0.676,15.2,3.4,7.1,10.3,2.1,0.8,0.4,2.4,3.2,5.9,8.3,2.5,4.2,https://www.basketball-reference.com/international/players/armel-traore-1.html,0.12053348098461117,7.3132287110675795,5.030078706685571,-2.40600536983659,-0.32040465210428853,-2.1990780484629706,-0.04854430757770716,0.8799075346129327,0.0482680848719256,-1.6835551891922937,,,,,,,,,
109,"Pember, Drew",PF,UNC Asheville,6/14/2000,24.03,"6'10""",,209,,,,,,,,109,79.86,100.0,109.0,83.0,77.0,70.0,67.0,53.0,33,31.0,30.5,20.6,1.4,6.8,8.2,3.5,1.0,1.9,2.7,1.9,5.8,12.6,0.464,3.8,7.1,0.541,2.0,5.5,0.366,6.9,8.2,0.844,0.794,24.3,1.7,8.0,9.7,4.1,1.2,2.2,3.2,2.2,6.8,8.4,6.5,9.7,https://www.sports-reference.com/cbb/players/drew-pember-1.html,0.1173620676008055,14.282282156913293,13.708313684577858,0.11545586779765507,-0.14886244776986118,0.9412174992843738,-0.7700402864489203,3.2108834470906347,-0.7593943409014474,-0.20926905360112333,,,,,,,,,
87,"Carlson, Branden",C,Utah,6/14/1999,25.03,"7'0""","7'1""",220,,,,,,,,87,75.14,91.0,85.0,83.0,77.0,70.0,67.0,53.0,36,36.0,29.6,17.0,1.5,5.1,6.6,1.6,0.4,1.5,1.5,1.9,6.4,12.9,0.501,4.7,8.2,0.571,1.8,4.7,0.379,2.4,3.3,0.714,0.643,20.7,1.8,6.2,8.0,1.9,0.5,1.8,1.8,2.3,7.8,10.0,5.7,4.0,https://www.sports-reference.com/cbb/players/branden-carlson-1.html,0.1166868045174974,10.341997398486678,13.522435551242575,-1.602026941100258,0.3127453714465297,-2.2247268705524084,0.7217049835756818,1.5954673534554809,0.20367581304376217,-2.6866405390030126,,,,,,,,,
96,"Enaruna, Tristan",PF,Cleveland State,6/26/2001,23.0,"6'9""","7'1""",216,,,,,,,,96,78.14,98.0,99.0,83.0,77.0,70.0,67.0,53.0,35,35.0,33.2,19.6,2.4,4.1,6.5,2.7,1.2,0.9,1.9,1.9,7.2,14.5,0.498,6.4,12.0,0.535,0.8,2.5,0.322,4.4,6.1,0.721,0.661,21.3,2.6,4.4,7.0,2.9,1.3,1.0,2.1,2.1,7.8,13.0,2.7,6.6,https://www.sports-reference.com/cbb/players/tristan-enaruna-1.html,0.11626547431239348,10.75919920485746,10.76197271814262,-0.38222818326436203,0.6003394798619806,-1.717629510094957,0.5257205242222893,0.4750979472558028,-0.14095916153485155,-2.232175614629621,,,,,,,,,
148,"Jones, Kameron",SG,Marquette,2/25/2002,22.33,"6'5""",,200,,,,,,,,67,,,,,,,,,36,36.0,29.1,17.2,0.4,2.4,2.9,2.4,1.1,0.1,1.4,2.0,6.5,13.0,0.501,3.9,6.5,0.596,2.6,6.5,0.406,1.5,2.1,0.724,0.646,21.3,0.5,3.0,3.6,3.0,1.4,0.1,1.7,2.5,8.0,8.0,8.0,2.6,https://www.sports-reference.com/cbb/players/kam-jones-1.html,0.1161985605028684,11.031198854133956,12.253132885728578,-1.320185652533617,-1.09327317247156,-1.8878447371485627,0.8007165745504278,0.7845194409670206,0.024370219058384292,-2.6658420316954388,,,,,,,,,
33,"Shannon Jr, Terrence",SF,Illinois,7/30/2000,23.9,"6'7""","6'8.75""",219,"8.5""","8'4""",,,,,,33,33.43,26.0,39.0,33.0,21.0,23.0,67.0,25.0,32,31.0,33.9,23.0,0.8,3.2,4.0,2.3,1.0,0.9,2.0,2.2,6.8,14.4,0.475,4.4,7.8,0.573,2.4,6.7,0.362,6.9,8.6,0.801,0.78,24.4,0.8,3.4,4.2,2.4,1.1,1.0,2.1,2.3,7.2,8.3,7.1,9.1,https://www.sports-reference.com/cbb/players/terrence-shannonjr-1.html,0.11321680795299319,12.539486774275012,13.63559440656764,-1.552836953719163,-0.0010688466494884934,-0.7109558453299704,-0.7764690024277037,1.3242940581837641,-0.7913054778689466,-1.5370232382370113,Terrence Shannon Jr.,95.0,27.0,Minnesota,Terrence Shannon Jr.,6-5,219.0,SG,Illinois
